0,icao_code,1,name_eng,2,city_eng,3,country_rus
SBCG,SBCG,Intl. Airport Campo Grande,Intl. Airport Campo Grande,Campo Grande,Campo Grande,Бразилия,Бразилия
KCGS,KCGS,College Park,College Park,College Park,College Park,США,США
,,Chinguitti,Chinguitti,Chinguitti,Chinguitti,Мавритания,Мавритания
SVPR,SVPR,Ciudad Guayana,Ciudad Guayana,Ciudad Guayana,Ciudad Guayana,Венесуэла,Венесуэла
YCAG,YCAG,Caiguna,Caiguna,Caiguna,Caiguna,Австралия,Австралия
,,Merrill C Meigs (closed),Merrill C Meigs (closed),Chicago,Chicago,США,США
RPML,RPML,Cagayan De Oro Domestic Airport,Cagayan De Oro Domestic Airport,Cagayan De Oro,Cagayan De Oro,Филиппины,Филиппины
KCGZ,KCGZ,Municipal,Municipal,Casa Grande,Casa Grande,США,США
KCHA,KCHA,Lovell Field,Lovell Field,Chattanooga,TN,Chattanooga,TN,США,США
OPCL,OPCL,Chilas,Chilas,Chilas,Chilas,Пакистан,Пакистан
NZCH,NZCH,Christchurch International,Christchurch International,Christchurch,Christchurch,Новая Зеландия,Новая Зеландия
KCHD,KCHD,Williams Gateway Airport,Williams Gateway Airport,Mesa,Mesa,США,США
,,Reenroe,Reenroe,Caherciveen,Caherciveen,Ирландия,Ирландия
RKPE,RKPE,Jinhae,Jinhae,Jinhae,Jinhae,Республика Корея,Республика Корея
ZYCY,ZYCY,Chaoyang Airport,Chaoyang Airport,Chaoyang,Chaoyang,Китай,Китай
SPPY,SPPY,Chachapoyas,Chachapoyas,Chachapoyas,Chachapoyas,Перу,Перу
KCHI,KCHI,Chicago FSS,Chicago FSS,Chicago,Chicago,США,США
FVCH,FVCH,Chipinge,Chipinge,Chipinge,Chipinge,Зимбабве,Зимбабве
KCHK,KCHK,Municipal,Municipal,Chickasha,Chickasha,США,США
KLLJ,KLLJ,Challis,Challis,Challis,Challis,США,США
SPEO,SPEO,Chimbote,Chimbote,Chimbote,Chimbote,Перу,Перу
RKJU,RKJU,Jeonju,Jeonju,Jeonju,Jeonju,Республика Корея,Республика Корея
KCHO,KCHO,Albemarle,Albemarle,Charlottesville,Charlottesville,США,США
KCHP,KCHP,Circle Hot Springs,Circle Hot Springs,Circle Hot Springs,Circle Hot Springs,США,США
LGSA,LGSA,Souda,Souda,Chania,Chania,Греция,Греция
LFLX,LFLX,Chateauroux,Chateauroux,Chateauroux,Chateauroux,Франция,Франция
KCHS,KCHS,Charleston,  AFB Municipal,Charleston,  AFB Municipal,Charleston, SC,Charleston, SC,США,США
NZCI,NZCI,Karewa,Karewa,Chatham Island,Chatham Island,Новая Зеландия,Новая Зеландия
PACH,PACH,Chuathbaluk,Chuathbaluk,Chuathbaluk,Chuathbaluk,США,США
LPCH,LPCH,Chaves,Chaves,Chaves,Chaves,Португалия,Португалия
ZLJQ,ZLJQ,Jiuhuang,Jiuhuang,Jiuquan,Jiuquan,Китай,Китай
MPCH,MPCH,Changuinola,Changuinola,Changuinola,Changuinola,Панама,Панама
AGGC,AGGC,Choiseul Bay,Choiseul Bay,Choiseul Bay,Choiseul Bay,Соломоновы острова,Соломоновы острова
KCHZ,KCHZ,State,State,Chiloquin,Chiloquin,США,США
LIRA,LIRA,Ciampino,Ciampino,Rome,Rome,Италия,Италия
KAVX,KAVX,Ap In The Sky,Ap In The Sky,Catalina Island,Catalina Island,США,США
KCIC,KCIC,Chico,Chico,Chico,Chico,США,США
KCID,KCID,Cedar Rapids,Cedar Rapids,Cedar Rapids,Cedar Rapids,США,США
YCOI,YCOI,Collie,Collie,Collie,Collie,Австралия,Австралия
ZBCF,ZBCF,Chifeng,Chifeng,Chifeng,Chifeng,Китай,Китай
KCAG,KCAG,Craig-Moffat,Craig-Moffat,Craig,Craig,США,США
ZBCZ,ZBCZ,Changzhi,Changzhi,Changzhi,Changzhi,Китай,Китай
SLCO,SLCO,E. Beltram,E. Beltram,Cobija,Cobija,Бразилия,Бразилия
PACI,PACI,Chalkyitsik,Chalkyitsik,Chalkyitsik,Chalkyitsik,США,США
KCIL,KCIL,Melsing Creek,Melsing Creek,Council,Council,США,США
SKCM,SKCM,Cimitarra,Cimitarra,Cimitarra,Cimitarra,Колумбия,Колумбия
KCIN,KCIN,Carroll,Carroll,Carroll,Carroll,США,США
SBGR,SBGR,MCAL Lopez,MCAL Lopez,Concepcion,Concepcion,Колумбия,Колумбия
FLCP,FLCP,Chipata,Chipata,Chipata,Chipata,Замбия,Замбия
,,Chiquimula,Chiquimula,Chiquimula,Chiquimula,Гватемала,Гватемала
KCIR,KCIR,Cairo,Cairo,Cairo,Cairo,США,США
PCIS,PCIS,Canton Island,Canton Island,Canton Island,Canton Island,Кирибати,Кирибати
UAII,UAII,Shimkent,Shimkent,Shimkent,Shimkent,Казахстан,Казахстан
KCIU,KCIU,Chippewa County,Chippewa County,Sault Ste Marie,Sault Ste Marie,США,США
SNIO,SNIO,Chomley,Chomley,Chomley,Chomley,США,США
TVSC,TVSC,Canouan Island,Canouan Island,Canouan Island,Canouan Island,Сент-Винсент и Гренадины,Сент-Винсент и Гренадины
SPHI,SPHI,Cornel Ruiz,Cornel Ruiz,Chiclayo,Chiclayo,Перу,Перу
LICB,LICB,Comiso,Comiso,Comiso,Comiso,Италия,Италия
SWKO,SWKO,Coari,Coari,Coari,Coari,Бразилия,Бразилия
SPJR,SPJR,Cajamarca,Cajamarca,Cajamarca,Cajamarca,Перу,Перу
VOCB,VOCB,Peelamedu,Peelamedu,Coimbatore,Coimbatore,Индия,Индия
SCCF,SCCF,El Loa,El Loa,Calama,Calama,Чили,Чили
,,Candilejas,Candilejas,Candilejas,Candilejas,Колумбия,Колумбия
,,Chilko Lake,Chilko Lake,Chilko Lake,Chilko Lake,Великобритания,Великобритания
VHHH,VHHH,Ciudad Real - Don Quijote Airport,Ciudad Real - Don Quijote Airport,Ciudad Real,Ciudad Real,Испания,Испания
RKTU,RKTU,Cheongju,Cheongju,Cheongju,Cheongju,Республика Корея,Республика Корея
OPCH,OPCH,Chitral,Chitral,Chitral,Chitral,Пакистан,Пакистан
VTSE,VTSE,Chumphon Airport,Chumphon Airport,Chumphon,Chumphon,Таиланд,Таиланд
KCJN,KCJN,Gillespie Field,Gillespie Field,San Diego/El Cajon, CA,San Diego/El Cajon, CA,США,США
MMCS,MMCS,Intl Abraham Gonzalez,Intl Abraham Gonzalez,Ciudad Juarez,Ciudad Juarez,Мексика,Мексика
MMCO,MMCO,Copalar,Copalar,Comitan,Comitan,Мексика,Мексика
RKPC,RKPC,Jeju Airport,Jeju Airport,Jeju,Jeju,Республика Корея,Республика Корея
KCKA,KCKA,Kegelman Af,Kegelman Af,Cherokee,Cherokee,Багамские острова,Багамские острова
KCKB,KCKB,Benedum,Benedum,Clarksburg,Clarksburg,США,США
UKKE,UKKE,Cherkassy,Cherkassy,Cherkassy,Cherkassy,Украина,Украина
,,Crooked Creek,Crooked Creek,Crooked Creek,Crooked Creek,США,США
KCKE,KCKE,Clear Lake,Clear Lake,Clear Lake,Clear Lake,США,США
ZUCK,ZUCK,Chongqing Jiangbei International,Chongqing Jiangbei International,Chongqing,Chongqing,Китай,Китай
UESO,UESO,Chokurdah,Chokurdah,Chokurdah,Chokurdah,Россия,Россия
YCKI,YCKI,Croker Island,Croker Island,Croker Island,Croker Island,Австралия,Австралия
VHHH,VHHH,Cherokee,Cherokee,Cherokee,Cherokee,США,США
HRYR,HRYR,Chkalovsky,Chkalovsky,Chkalovsky,Chkalovsky,Россия,Россия
KCKM,KCKM,Fletcher Field,Fletcher Field,Clarksdale,Clarksdale,США,США
KCKN,KCKN,Municipal,Municipal,Crookston,Crookston,США,США
SSCP,SSCP,Cornelio Procopio,Cornelio Procopio,Cornelio Procopio,Cornelio Procopio,Бразилия,Бразилия
RJFR,RJFR,Crane Island,Crane Island,Crane Island,Crane Island,США,США
SBCJ,SBCJ,Carajas,Carajas,Carajas,Carajas,Бразилия,Бразилия
OIMC,OIMC,Sarakhs,Sarakhs,Sarakhs,Sarakhs,Иран,Иран
KCKU,KCKU,City,City,Cordova,Cordova,США,США
KCKV,KCKV,Outlaw Field,Outlaw Field,Clarksville,Clarksville,США,США
KCKX,KCKX,Chicken,Chicken,Chicken,Chicken,США,США
GUCY,GUCY,Conakry,Conakry,Conakry,Conakry,Гвинея,Гвинея
LTBH,LTBH,Canakkale,Canakkale,Canakkale,Canakkale,Турция,Турция
VGCM,VGCM,Comilla,Comilla,Comilla,Comilla,Бангладеш,Бангладеш
EICB,EICB,Castlebar,Castlebar,Castlebar,Castlebar,Ирландия,Ирландия
LFAC,LFAC,Metroport,Metroport,Clearlake,Clearlake,США,США
KCRQ,KCRQ,Mc Clellan-Palomar Airport,Mc Clellan-Palomar Airport,Carlsbad, CA,Carlsbad, CA,США,США
KCLE,KCLE,Hopkins International,Hopkins International,Cleveland,Cleveland,США,США
KCLG,KCLG,Coalinga,Coalinga,Coalinga,Coalinga,США,США
YCAH,YCAH,Coolah,Coolah,Coolah,Coolah,Австралия,Австралия
KCLI,KCLI,Clintonville,Clintonville,Clintonville,Clintonville,США,США
LRCL,LRCL,Cluj Napoca International Airport,Cluj Napoca International Airport,Cluj-Napoca,Cluj-Napoca,Румыния,Румыния
KCLK,KCLK,Municipal,Municipal,Clinton,Clinton,США,США
KCLL,KCLL,Easterwood Field,Easterwood Field,College Station, TX,College Station, TX,США,США
KCLM,KCLM,Fairchild Intl,Fairchild Intl,Port Angeles,Port Angeles,США,США
SBCI,SBCI,Carolina,Carolina,Carolina,Carolina,Бразилия,Бразилия
SKCL,SKCL,Alfonso B. Aragon,Alfonso B. Aragon,Cali,Cali,Колумбия,Колумбия
PFCL,PFCL,Clarks Point,Clarks Point,Clarks Point,Clarks Point,США,США
MMIA,MMIA,Colima,Colima,Colima,Colima,Мексика,Мексика
KCLR,KCLR,Calipatria,Calipatria,Calipatria,Calipatria,США,США
KCLS,KCLS,Centralia,Centralia,Chehalis,Chehalis,США,США
KCLT,KCLT,Charlotte Douglas,Charlotte Douglas,Charlotte,Charlotte,США,США
KBAK,KBAK,Columbus Municipal,Columbus Municipal,Columbus,Columbus,США,США
SBCN,SBCN,Caldas Novas,Caldas Novas,Caldas Novas,Caldas Novas,Бразилия,Бразилия
KCLW,KCLW,Executive,Executive,Clearwater,Clearwater,Канада,Канада
SATC,SATC,Clorinda,Clorinda,Clorinda,Clorinda,Парагвай,Парагвай
LFKC,LFKC,Ste Catherine,Ste Catherine,Calvi,Calvi,Франция,Франция
SVCL,SVCL,Calabozo,Calabozo,Calabozo,Calabozo,Венесуэла,Венесуэла
YCMU,YCMU,Cunnamulla,Cunnamulla,Cunnamulla,Cunnamulla,Австралия,Австралия
VCBI,VCBI,Bandaranayake,Bandaranayake,Colombo,Colombo,Шри-Ланка,Шри-Ланка
SNWC,SNWC,Camocim,Camocim,Camocim,Camocim,Бразилия,Бразилия
YCTM,YCTM,Cootamundra,Cootamundra,Cootamundra,Cootamundra,Австралия,Австралия
MMCE,MMCE,Ciudad Del Carmen,Ciudad Del Carmen,Ciudad Del Carmen,Ciudad Del Carmen,Мексика,Мексика
LFLB,LFLB,Chambery,Chambery,Chambery,Chambery,Франция,Франция
SBCR,SBCR,Intl. Airport Corumba,Intl. Airport Corumba,Corumba,Corumba,Бразилия,Бразилия
KCMH,KCMH,Port Columbus Intl,Port Columbus Intl,Columbus,Columbus,США,США
KCMI,KCMI,University Of Illinois Willard,University Of Illinois Willard,Champaign,Champaign,США,США
RCCM,RCCM,Chi Mei,Chi Mei,Chi Mei,Chi Mei,Тайвань,Тайвань
FWCM,FWCM,Club Makokola,Club Makokola,Club Makokola,Club Makokola,Малави,Малави
YCMW,YCMW,Camooweal,Camooweal,Camooweal,Camooweal,Австралия,Австралия
MGCR,MGCR,Carmelita,Carmelita,Carmelita,Carmelita,Гватемала,Гватемала
GMMN,GMMN,Mohamed V,Mohamed V,Casablanca,Casablanca,Марокко,Марокко
HCMO,HCMO,Obbia,Obbia,Obbia,Obbia,Эфиопия,Эфиопия
SNKE,SNKE,Campo Alegre,Campo Alegre,Santana Do Araguaia,Santana Do Araguaia,Бразилия,Бразилия
YCMT,YCMT,Clermont,Clermont,Clermont,Clermont,Австралия,Австралия
LFGA,LFGA,Colmar-houssen,Colmar-houssen,Colmar,Colmar,Франция,Франция
HCMS,HCMS,Scusciuban,Scusciuban,Scusciuban,Scusciuban,Эфиопия,Эфиопия
,,Cameta,Cameta,Cameta,Cameta,Бразилия,Бразилия
AYCH,AYCH,Chimbu,Chimbu,Kundiawa,Kundiawa,Папуа - Новая Гвинея,Папуа - Новая Гвинея
NZCX,NZCX,Coromandel,Coromandel,Coromandel,Coromandel,Новая Зеландия,Новая Зеландия
MUCM,MUCM,Ign Agramonte Intl,Ign Agramonte Intl,Camaguey,Camaguey,Куба,Куба
KCMX,KCMX,Houghton County,Houghton County,Hancock,Hancock,США,США
KCMY,KCMY,Fort Mccoy,Fort Mccoy,Sparta,Sparta,США,США
,,Caia,Caia,Caia,Caia,Мозамбик,Мозамбик
MMCA,MMCA,Cananea,Cananea,Cananea,Cananea,Мексика,Мексика
YCNM,YCNM,Coonamble,Coonamble,Coonamble,Coonamble,Австралия,Австралия
YCCT,YCCT,Coconut Island,Coconut Island,Coconut Island,Coconut Island,Австралия,Австралия
LRCK,LRCK,Kogalniceanu,Kogalniceanu,Constanta,Constanta,Румыния,Румыния
,,Canon City,Canon City,Canon City,Canon City,США,США
LFBG,LFBG,Parvaud,Parvaud,Cognac,Cognac,Франция,Франция
KCNH,KCNH,Municipal,Municipal,Claremont,Claremont,США,США
ZYCH,ZYCH,Changhai,Changhai,Changhai,Changhai,Китай,Китай
YCCY,YCCY,Cloncurry,Cloncurry,Cloncurry,Cloncurry,Австралия,Австралия
KCNK,KCNK,Blosser Municipal,Blosser Municipal,Concordia,Concordia,США,США
EKSN,EKSN,Sindal,Sindal,Sindal,Sindal,Дания,Дания
KCNM,KCNM,Carlsbad,Carlsbad,Carlsbad,Carlsbad,США,США
UELL,UELL,Chulman,Chulman,Chulman,Chulman,Россия,Россия
KCNO,KCNO,Chino,Chino,Chino,Chino,США,США
BGCO,BGCO,Neerlerit Inaat,Neerlerit Inaat,Neerlerit Inaat,Neerlerit Inaat,Дания,Дания
SARC,SARC,Camba Punta,Camba Punta,Corrientes,Corrientes,Аргентина,Аргентина
SCRA,SCRA,Chanaral,Chanaral,Chanaral,Chanaral,Чили,Чили
YBCS,YBCS,Cairns,Cairns,Cairns,Cairns,Австралия,Австралия
,,Charata,Charata,Charata,Charata,Аргентина,Аргентина
KCNU,KCNU,Martin Johnson,Martin Johnson,Chanute,Chanute,США,США
SNED,SNED,Canavieiras,Canavieiras,Canavieiras,Canavieiras,Бразилия,Бразилия
KCNW,KCNW,TSTC Waco Airport,TSTC Waco Airport,Waco, TX,Waco, TX,США,США
VTCC,VTCC,Chiang Mai International,Chiang Mai International,Chiang Mai,Chiang Mai,Таиланд,Таиланд
KCNY,KCNY,Canyonlands Field,Canyonlands Field,Moab,Moab,США,США
,,Cangamba,Cangamba,Cangamba,Cangamba,Ангола,Ангола
KCOA,KCOA,Columbia,Columbia,Columbia,Columbia,США,США
,,Coolibah,Coolibah,Coolibah,Coolibah,Австралия,Австралия
SAAC,SAAC,Concordia,Concordia,Concordia,Concordia,Аргентина,Аргентина
KCOD,KCOD,Yellowstone Regional,Yellowstone Regional,Cody/Yellowstone,Cody/Yellowstone,США,США
KCOF,KCOF,Patrick AFB,Patrick AFB,Cocoa,Cocoa,США,США
SKCD,SKCD,Mandinga,Mandinga,Condoto,Condoto,Колумбия,Колумбия
VECO,VECO,Cooch Behar,Cooch Behar,Cooch Behar,Cooch Behar,Индия,Индия
KCOI,KCOI,Merritt Island,Merritt Island,Cocoa,Cocoa,США,США
YCBB,YCBB,Coonabarabran,Coonabarabran,Coonabarabran,Coonabarabran,Австралия,Австралия
VOCI,VOCI,Cochin International,Cochin International,Kochi,Kochi,Индия,Индия
,,Isle Of Coll,Isle Of Coll,Isle Of Coll,Isle Of Coll,Великобритания,Великобритания
KCOM,KCOM,Coleman,Coleman,Coleman,Coleman,США,США
KCON,KCON,Concord,Concord,Concord,Concord,США,США
DBBB,DBBB,Cotonou,Cotonou,Cotonou,Cotonou,Бенин,Бенин
KCOP,KCOP,Cooperstown - Westville Airport,Cooperstown - Westville Airport,Cooperstown, NY,Cooperstown, NY,США,США
ZMCD,ZMCD,Choibalsan,Choibalsan,Choibalsan,Choibalsan,Монголия,Монголия
SACO,SACO,Pajas Blancas,Pajas Blancas,Cordoba,Cordoba,Аргентина,Аргентина
KCOS,KCOS,Colorado Springs,Colorado Springs,Colorado Springs,Colorado Springs,США,США
KCOT,KCOT,Cotulla,Cotulla,Cotulla,Cotulla,США,США
KCOU,KCOU,Columbia Regional,Columbia Regional,Columbia,Columbia,США,США
LPCV,LPCV,Covilha,Covilha,Covilha,Covilha,Португалия,Португалия
SCQB,SCQB,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Уругвай,Уругвай
MYAK,MYAK,Congo Town,Congo Town,Congo Town,Congo Town,Багамские острова,Багамские острова
YCWY,YCWY,Coolawanyah,Coolawanyah,Coolawanyah,Coolawanyah,Австралия,Австралия
MDCZ,MDCZ,Constanza,Constanza,Constanza,Constanza,Доминиканская Республика,Доминиканская Республика
GLCP,GLCP,A. Tubman,A. Tubman,Cape Palmas,Cape Palmas,Либерия,Либерия
SKCA,SKCA,Capurgana,Capurgana,Capurgana,Capurgana,Колумбия,Колумбия
SAZY,SAZY,Chapelco,Chapelco,San Martin DeLos Andes,San Martin DeLos Andes,Аргентина,Аргентина
YCBP,YCBP,Coober Pedy,Coober Pedy,Coober Pedy,Coober Pedy,Австралия,Австралия
MMCP,MMCP,Campeche International,Campeche International,Campeche,Campeche,Мексика,Мексика
WRSC,WRSC,Cepu,Cepu,Cepu,Cepu,Индонезия,Индонезия
,,Carmen De Patagones,Carmen De Patagones,Carmen De Patagones,Carmen De Patagones,Аргентина,Аргентина
EKCH,EKCH,Kastrup,Kastrup,Copenhagen,Copenhagen,Дания,Дания
MMVA,MMVA,Cape Orford,Cape Orford,Cape Orford,Cape Orford,Папуа - Новая Гвинея,Папуа - Новая Гвинея
SKHA,SKHA,Chaparral,Chaparral,Chaparral,Chaparral,Колумбия,Колумбия
KCPM,KCPM,Compton,Compton,Compton,Compton,США,США
,,Cape Rodney,Cape Rodney,Cape Rodney,Cape Rodney,Папуа - Новая Гвинея,Папуа - Новая Гвинея
SCAT,SCAT,Chamonate,Chamonate,Copiapo,Copiapo,Чили,Чили
SDAM,SDAM,International,International,Campinas,Campinas,Бразилия,Бразилия
KCPR,KCPR,Casper,Casper,Casper,Casper,США,США
KCPS,KCPS,St. Louis Downtown Airport,St. Louis Downtown Airport,St Louis, Il,St Louis, Il,США,США
FACT,FACT,Cape Town International,Cape Town International,Cape Town,Cape Town,ЮАР,ЮАР
,,Cururupu,Cururupu,Cururupu,Cururupu,Бразилия,Бразилия
SBKG,SBKG,Joao Suassuna,Joao Suassuna,Campina Grande,Campina Grande,Бразилия,Бразилия
TJCP,TJCP,Culebra,Culebra,Culebra,Culebra,Пуэрто Рико,Пуэрто Рико
KCQA,KCQA,Canarana Airport,Canarana Airport,Canarana,Canarana,Бразилия,Бразилия
OIFS,OIFS,Shahre-kord,Shahre-kord,Shahre-kord,Shahre-kord,Иран,Иран
LFAC,LFAC,Calais,Calais,Calais,Calais,Франция,Франция
YCFL,YCFL,Cape Flattery,Cape Flattery,Cape Flattery,Cape Flattery,Австралия,Австралия
SWCQ,SWCQ,Costa Marques,Costa Marques,Costa Marques,Costa Marques,Бразилия,Бразилия
,,Caquetania,Caquetania,Caquetania,Caquetania,Колумбия,Колумбия
LRCV,LRCV,Craiova,Craiova,Craiova,Craiova,Румыния,Румыния
YCBR,YCBR,Collarenebri,Collarenebri,Collarenebri,Collarenebri,Австралия,Австралия
SKGO,SKGO,Cartago,Cartago,Cartago,Cartago,Колумбия,Колумбия
SAVC,SAVC,Comodoro Rivadavia,Comodoro Rivadavia,Comodoro Rivadavia,Comodoro Rivadavia,Аргентина,Аргентина
KCRE,KCRE,Grand Strand Airport,Grand Strand Airport,Myrtle Beach,Myrtle Beach,США,США
FEFC,FEFC,Carnot,Carnot,Carnot,Carnot,ЦАР,ЦАР
KCRG,KCRG,Craig Municipal,Craig Municipal,Jacksonville,Jacksonville,США,США
,,Cherribah,Cherribah,Cherribah,Cherribah,Австралия,Австралия
MYCI,MYCI,Crooked Island,Crooked Island,Crooked Island,Crooked Island,Великобритания,Великобритания
,,Coorabie,Coorabie,Coorabie,Coorabie,Австралия,Австралия
RPLC,RPLC,Diosdado Macapagal International (Clark Int),Diosdado Macapagal International (Clark Int),Angeles City,Angeles City,Филиппины,Филиппины
EBCI,EBCI,Charleroi Brussels South,Charleroi Brussels South,Brussels,Brussels,Бельгия,Бельгия
RPVF,RPVF,National,National,Catarman,Catarman,Филиппины,Филиппины
,,Cromarty,Cromarty,Cromarty,Cromarty,Великобритания,Великобритания
KCRO,KCRO,Corcoran,Corcoran,Corcoran,Corcoran,США,США
KCRP,KCRP,Corpus Christi International Airport,Corpus Christi International Airport,Corpus Christi, TX,Corpus Christi, TX,США,США
SBCV,SBCV,Caravelas,Caravelas,Caravelas,Caravelas,Бразилия,Бразилия
